[ 2017-05-13T09:00:45+08:00 ] /JSJD/ | INFO: Tag[ app_begin ] --START--
[ 2017-05-13T09:00:45+08:00 ] /JSJD/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001743s ]
[ 2017-05-13T09:00:45+08:00 ] /JSJD/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002158s ]
[ 2017-05-13T09:00:45+08:00 ] /JSJD/ | NOTIC: [8192] mysql_connect(): The mysql extension is deprecated and will be removed in the future: use mysqli or PDO instead DbMysql.class.php 第 67 行.
[ 2017-05-13T09:00:45+08:00 ] /JSJD/ | SQL: SHOW COLUMNS FROM `czxy_systemconfig` [ RunTime:0.004247s ]
[ 2017-05-13T09:00:45+08:00 ] /JSJD/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Db.class.php 第 660 行.
[ 2017-05-13T09:00:45+08:00 ] /JSJD/ | SQL: SELECT * FROM `czxy_systemconfig` WHERE ( `ckey` = 'rotateimg' )  [ RunTime:0.001465s ]
[ 2017-05-13T09:00:45+08:00 ] /JSJD/ | SQL: SHOW COLUMNS FROM `czxy_news` [ RunTime:0.005204s ]
[ 2017-05-13T09:00:45+08:00 ] /JSJD/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Db.class.php 第 660 行.
[ 2017-05-13T09:00:45+08:00 ] /JSJD/ | SQL: SELECT * FROM `czxy_news` LIMIT 5   [ RunTime:0.000457s ]
[ 2017-05-13T09:00:45+08:00 ] /JSJD/ | SQL: SHOW COLUMNS FROM `czxy_subjectrace` [ RunTime:0.003555s ]
[ 2017-05-13T09:00:45+08:00 ] /JSJD/ | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Db.class.php 第 660 行.
[ 2017-05-13T09:00:45+08:00 ] /JSJD/ | SQL: SELECT * FROM `czxy_subjectrace` ORDER BY id DESC LIMIT 3   [ RunTime:0.000302s ]
[ 2017-05-13T09:00:45+08:00 ] /JSJD/ | INFO: Tag[ view_template ] --START--
